-3.0e0 -3.0e0 2.357e-1 2.357e-1
-2.913045e0 -3.0e0 2.3914e-1 2.3914e-1
-2.8260901e0 -3.0e0 2.4263e-1 2.4263e-1
-2.7391351e0 -3.0e0 2.4615e-1 2.4615e-1
-2.6521802e0 -3.0e0 2.4974e-1 2.4974e-1
-2.5652252e0 -3.0e0 2.5334e-1 2.5334e-1
-2.4782703e0 -3.0e0 2.5699e-1 2.5699e-1
-2.3913153e0 -3.0e0 2.6067e-1 2.6067e-1
-2.3043604e0 -3.0e0 2.6434e-1 2.6434e-1
-2.2174054e0 -3.0e0 2.6807e-1 2.6807e-1
-2.1304504e0 -3.0e0 2.7177e-1 2.7177e-1
-2.0434955e0 -3.0e0 2.755e-1 2.755e-1
-1.9565405e0 -3.0e0 2.792e-1 2.792e-1
-1.8695856e0 -3.0e0 2.829e-1 2.829e-1
-1.7826306e0 -3.0e0 2.8656e-1 2.8656e-1
-1.6956757e0 -3.0e0 2.9019e-1 2.9019e-1
-1.6087207e0 -3.0e0 2.9376e-1 2.9376e-1
-1.5217657e0 -3.0e0 2.9727e-1 2.9727e-1
-1.4348108e0 -3.0e0 3.007e-1 3.007e-1
-1.3478558e0 -3.0e0 3.0406e-1 3.0406e-1
-1.2609009e0 -3.0e0 3.073e-1 3.073e-1
-1.1739459e0 -3.0e0 3.1041e-1 3.1041e-1
-1.086991e0 -3.0e0 3.134e-1 3.134e-1
-1.000036e0 -3.0e0 3.1622e-1 3.1622e-1
-9.13081e-1 -3.0e0 3.189e-1 3.189e-1
-8.26126e-1 -3.0e0 3.2138e-1 3.2138e-1
-7.3917102e-1 -3.0e0 3.2365e-1 3.2365e-1
-6.5221603e-1 -3.0e0 3.2573e-1 3.2573e-1
-5.6526105e-1 -3.0e0 3.2758e-1 3.2758e-1
-4.7830606e-1 -3.0e0 3.2918e-1 3.2918e-1
-3.9135107e-1 -3.0e0 3.3054e-1 3.3054e-1
-3.0439609e-1 -3.0e0 3.3163e-1 3.3163e-1
-2.174411e-1 -3.0e0 3.3246e-1 3.3246e-1
-1.3048611e-1 -3.0e0 3.3302e-1 3.3302e-1
-4.353113e-2 -3.0e0 3.333e-1 3.333e-1
4.3423871e-2 -3.0e0 3.333e-1 3.333e-1
1.30378871e-1 -3.0e0 3.3302e-1 3.3302e-1
2.1733386e-1 -3.0e0 3.3247e-1 3.3247e-1
3.0428885e-1 -3.0e0 3.3163e-1 3.3163e-1
3.9124384e-1 -3.0e0 3.3054e-1 3.3054e-1
4.7819882e-1 -3.0e0 3.2918e-1 3.2918e-1
5.6515381e-1 -3.0e0 3.2758e-1 3.2758e-1
6.521088e-1 -3.0e0 3.2573e-1 3.2573e-1
7.3906378e-1 -3.0e0 3.2365e-1 3.2365e-1
8.2601877e-1 -3.0e0 3.2138e-1 3.2138e-1
9.1297375e-1 -3.0e0 3.189e-1 3.189e-1
9.9992874e-1 -3.0e0 3.1624e-1 3.1624e-1
1.08688373e0 -3.0e0 3.134e-1 3.134e-1
1.1738387e0 -3.0e0 3.1041e-1 3.1041e-1
1.2607936e0 -3.0e0 3.073e-1 3.073e-1
1.3477486e0 -3.0e0 3.0406e-1 3.0406e-1
1.4347035e0 -3.0e0 3.0072e-1 3.0072e-1
1.5216585e0 -3.0e0 2.9729e-1 2.9729e-1
1.6086134e0 -3.0e0 2.9376e-1 2.9376e-1
1.6955684e0 -3.0e0 2.9019e-1 2.9019e-1
1.7825233e0 -3.0e0 2.8656e-1 2.8656e-1
1.8694783e0 -3.0e0 2.829e-1 2.829e-1
1.9564333e0 -3.0e0 2.792e-1 2.792e-1
2.0433882e0 -3.0e0 2.755e-1 2.755e-1
2.1303432e0 -3.0e0 2.7179e-1 2.7179e-1
2.2172981e0 -3.0e0 2.6807e-1 2.6807e-1
2.3042531e0 -3.0e0 2.6436e-1 2.6436e-1
2.391208e0 -3.0e0 2.6067e-1 2.6067e-1
2.478163e0 -3.0e0 2.5699e-1 2.5699e-1
2.565118e0 -3.0e0 2.5334e-1 2.5334e-1
2.6520729e0 -3.0e0 2.4974e-1 2.4974e-1
2.7390279e0 -3.0e0 2.4617e-1 2.4617e-1
2.8259828e0 -3.0e0 2.4263e-1 2.4263e-1
2.9129378e0 -3.0e0 2.3915e-1 2.3915e-1
2.9998927e0 -3.0e0 2.357e-1 2.357e-1

-3.0e0 -2.913045e0 2.3914e-1 2.3914e-1
-2.913045e0 -2.913045e0 2.4274e-1 2.4274e-1
-2.8260901e0 -2.913045e0 2.4638e-1 2.4638e-1
-2.7391351e0 -2.913045e0 2.5009e-1 2.5009e-1
-2.6521802e0 -2.913045e0 2.5383e-1 2.5383e-1
-2.5652252e0 -2.913045e0 2.5763e-1 2.5763e-1
-2.4782703e0 -2.913045e0 2.6146e-1 2.6146e-1
-2.3913153e0 -2.913045e0 2.6534e-1 2.6534e-1
-2.3043604e0 -2.913045e0 2.6923e-1 2.6923e-1
-2.2174054e0 -2.913045e0 2.7315e-1 2.7315e-1
-2.1304504e0 -2.913045e0 2.7708e-1 2.7708e-1
-2.0434955e0 -2.913045e0 2.8104e-1 2.8104e-1
-1.9565405e0 -2.913045e0 2.8497e-1 2.8497e-1
-1.8695856e0 -2.913045e0 2.8891e-1 2.8891e-1
-1.7826306e0 -2.913045e0 2.928e-1 2.928e-1
-1.6956757e0 -2.913045e0 2.9668e-1 2.9668e-1
-1.6087207e0 -2.913045e0 3.005e-1 3.005e-1
-1.5217657e0 -2.913045e0 3.0428e-1 3.0428e-1
-1.4348108e0 -2.913045e0 3.0795e-1 3.0795e-1
-1.3478558e0 -2.913045e0 3.1155e-1 3.1155e-1
-1.2609009e0 -2.913045e0 3.1503e-1 3.1503e-1
-1.1739459e0 -2.913045e0 3.184e-1 3.184e-1
